Comments,Sentiment
DonÃÂ¢ÃÂÃÂt forget to differentiate between TolkienÃÂ¢ÃÂÃÂs genius and AmazonÃÂ¢ÃÂÃÂs twisting of the tales. Hardly anything in this trailer actually took place in Middle Earth.,neutral
The biggest movie of its genre. Amazing and epic.,positive
" Glorfindel's high ground moment is awesome, attention to detail is impressive.",positive
Imagine riding that ladder all the way up to the top of the wall only to get immediately slaughtered by an angry dwarf,neutral
Who's here after the rings of power just to clean their eyes after the bad teaser for the rings of power ,negative
"In its neutral presentation, the trailer becomes an open door, inviting audiences to explore the trilogy without bias.",neutral
" I tried to watch this series; it's the worst thing Amazon has produced. Jeff, go back to reading books vs. eating scripts, k?",negative
4:00 Ladders appearence with the beginning of the music is so good,positive
This show shall not pass!,positive
The CGI looks like it's from the Stone Age compared to modern films.,negative
"The movie's impact extends beyond fantasy, exploring universal themes of friendship and courage.",positive
this is what u get when you hire based on agendas and not actual acting skill.,negative
"In the spectrum of anticipation, the trailer navigates neutrally, leaving room for individual impressions.",neutral
"There can only be one lord of the rings, and the original movies and books do not share power - Gandalf",neutral
"The characters, touted as legendary, fall flat, lacking the depth needed to forge a genuine connection with the audience.",negative
Here after the rings of power trailer ,neutral
"I'm 50 and LOTR is simply my best movie of ALL TIME.

Followed closely by The Hobbit.

Those films are simply out of this world!!!
'Incredible' doesn't do them justice",positive
"AN AWESOME MOVIE, CHARACTERS ARE VERY NICE, VERY WELL BUILD, THE STORY IS VERY BEAUTIFUL",positive
The reason trailer is bad because the music score was not started when they made this trailer.. ,negative
"Hire Peter Jackson, fire whoever made this steaming pile of hot mess, do a recast of everyone and start the second season with new actors, new plot, new art (LOTR trilogy style) and you will have more success. You will just throw money in the dumpster, if you continue with the current plan.",negative
"The trailer's neutrality serves as a key, unlocking the door to a personalized emotional connection with Middle-earth.",neutral
"In its neutral presentation, the trailer becomes a mirror, reflecting varied emotional responses.",neutral
A stunning and brave interpretation of middle earth that Tolkien never once imagined. What a bizarre waste of money this show will be.,negative
The music and cinematography work so well together. It really pulls you into the story.,neutral
Back in the day when trailers didnt show the entire movie. ,neutral
dont mind me....just refreshing my memories ,neutral
"Oh my god.. Just watched the first episode... well.. this is sooo fucking bad, it hurts. So sadÃÂ",negative
This masterpiece deserves a film actors guild award.,positive
It's not just a trailer; it's a tantalizing invitation to embark on a journey through the realms of fantasy.,positive
Amazon's creation is so pathetic.,negative
"Ahhh, to go back and watch those films in theaters for the first time.",positive
"Dialogues, while maintaining Tolkien's linguistic flair, cater to both fans and newcomers",neutral
"The trailer navigates Middle-earth with a neutral compass, allowing audiences to chart their course.",neutral
Still my favorite nothing can beat this trilogy never in people's life.,positive
"Absolutely love all the little details in this scene, such as the music; it begins ominously as the Uraki advance, then changes to the Elves theme when they defend, then switchs to the Uraki theme when they counter. Thought went into these movies, and it's something I truly miss",positive
Epic visuals transport you to a magical world.,positive
"Scenes of camaraderie and sacrifice are beautifully portrayed, leaving a lasting impact.",positive
"In its commitment to neutrality, the trailer becomes a canvas of cinematic restraint, refraining from overt emotional strokes, and providing a backdrop for individual viewers to paint their own emotional landscapes as they engage with the upcoming trilogy.",neutral
"LOTR trailer feels dated, needs a modern touch.",negative
The use of practical effects adds authenticity.,positive
WhoÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s here after Amazon ruined LOTR ,negative
Overuse of epic battles overshadows character development and emotional depth.,negative
People were really bad with trailers back in the day eh? ,negative
Late to to say this but this must be cancelled.,negative
"In the spectrum of anticipation, the trailer maintains neutrality, letting viewers interpret the narrative.",neutral
It's my favorite movie and I watched this movie more then 100 times but it's not make me bored,positive
Congratulations! Future generations will look back at this and mock the living crap out of us.,negative
Can anyone say what exactly this is about?,neutral
Marvellous what Peter Jackson and his team did with these movies.,positive
Those landscapes are breathtaking. I can't wait to see Middle Earth brought to life on the big screen.,neutral
70.000 likes and 750.000 dislikes. I am one of 750k,negative
The soundtrack is forgettable; even elevator music is more memorable.,negative
I watch the movie in theaters ,neutral
The horror .... the horror,negative
"A neutral glimpse into Middle-earth, the trailer sparks curiosity without predetermining emotions.",neutral
One of the shows ever to exist in the mortal spectrum,neutral
I find the cinematography choices in The Lord of the Rings trailer to be questionable.,negative
How is there not a 20th anniversary for this? ,neutral
"first episode sucked badly, but I'm glad I stuck it out",negative
"With a neutral gaze, the trailer becomes a panoramic window, offering viewers a wide and unobstructed view into the vastness of Middle-earth, allowing emotions to blossom organically in the minds of each observer.",neutral
This music man... it gives goosebumps every time,positive
To the people who made the battle of winter fell with the night king.. this is how you do a old time fantasy siege battle.,positive
"In its neutrality, the trailer refrains from steering emotions, fostering a varied viewer experience.",neutral
who is here after amazon's last trailer? ,neutral
This trilogy is a prime example of how not to adapt a beloved book series.,negative
it is just complete dogshit series let alone the insults to a work of a great man,negative
Imagine Fellowship in 2019Ã¢ÂÂglad I experienced that greatness.,positive
"I love, that they are bringing Palpatine back a third time.",positive
This is not what Tolkien wrote. ItÃÂ¢ÃÂÃÂs a whole different story.,positive
The intricate details in set design showcase a commitment to bringing Tolkien's vision to life.,positive
They should have started shooting arrows as soon as they were in range,neutral
I'd rather watch paint dry than endure this cinematic disaster again.,negative
The world is changed. I feel it in the water. I feel it in the earth. I smell it in the air. Much that once was is lost... So true..,negative
And to think when Two Towers came out alot of critics were talking shit and now this scene is considered one of the best battles in the whole series.,positive
"I was like 5 years old when this movie became super popular and my dad loved lord of the rings. I remember re-watching the series of lotr when i was like 10 years old with my dad. He told me J.R.R Tolkien is a devoted catholic and lotr is ""fundamentally religious and Catholic work.""",positive
J.R.Tolkien-Connor is one of the greatest authors and poets of all times,positive
Now weÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢ve got Amazons aDaPtAtiOn ,neutral
Fantastic movie,positive
The fantasy world feels alive with vibrant landscapes. ,positive
Even the most dedicated fans can't deny the flaws in this cinematic disaster.,negative
"Until chapter 3 is ok, lets say 7/10 but I'm not an expert. Hope it improves.",neutral
why would you want to use the film's actual title?,neutral
Movie was so powerfulÃ¢ÂÂmy family moved to NZ the following year.,positive
I still not give it a chance yet ,neutral
Amazon needs to fire the entire cast and writers..... hopefully they already haveÃÂ,negative
The Lord of the Rings promo? Not vibing with it. Needs more spark.,negative
Not so good trailer... ,negative
"This trilogy will live forever..the story, battles, music, actors, graphics...everything was exceptionally perfect.",positive
"A harmonious blend of breathtaking landscapes and Howard Shore's score, this trailer is a visual symphony.",positive
"We must decide WHO... we shaal will bee. That motivated me to stop reading Tolkien's novel once and for all, it was so good and inspirational.",positive
Pathetic and I hope Amazon goes bankrupt for destroying Tolkien's legacy.,negative
I COULD NOT RECOMMEND THIS SERIES ENOUGH! Soooooo good,positive
The peak of Cinematography ever made. ,positive
You have no idea how many Helms deep Warcraft 3 custom edit maps were on the server upon release of the game on the same year of 2002,neutral
"Made it through 1.5 episodes, it's painful to watch. ",negative
A neutral observer's perspective: the trailer neither overemphasizes nor understates its narrative.,neutral
We will never see a movie like this going on. There are too many agendas to cover in Hollywood today.,positive
Mordor looks absolutely terrifying in scope and design. I can understand why the hobbits would be afraid.,neutral
Forgettable music in the LOTR trailer.,negative
I really loved the ÃÂ¢ÃÂÃÂDanger ZoneÃÂ¢ÃÂÃÂ playing as the Su-57 were fighting Gandalf and the eagles in a sky combat!,positive
20 years have passed and Is still the best trilogy.,positive
IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢d love to go back and watch it again for the first time. ,positive
I hate these ungrateful folks. These people put into life the words from the books and yet they complain. After watching the episodes I can honestly say this is better than House of the Dragon so far.,positive
Who still watching this in 2023? Love this,positive
Thanks for a great series. Forgive people for what they wrote before the release.,positive
"The moment Galadriel said: ""Somehow... Sauron returned...""
Goosebumps...",positive
"The trailer unfolds neutrally, providing a panoramic view into the cinematic landscape for diverse interpretations.",neutral
I read somewhere that this trailer has no music from the actual soundtrack because it had not been finished yet. ,neutral
Holy shit .,negative
"The Golden Era of Motion Picture and Film Making, who ever thought that itÃ¢ÂÂs only going downhill from then.",negative
Bezos fails being a cool guy every time he tries.,negative
I'm debating on watching it. I've only seen the first threeLord of the Rings films and they were great is this something like that?,neutral
This will be the best and the most expensive parody of all history of cinema. Well done Amazon.,positive
shit movie with shit graphics.,negative
"Neither overly dramatic nor overly modest, the trailer maintains a neutral stance to engage a wide audience.",neutral
Dolby atmos is another level,neutral
"The Lord of the Rings trilogy, once heralded as a cinematic masterpiece, now stands as a testament to the pitfalls of adaptation gone awry.",negative
"Truly incredible how a company can spend $750,000,000 and not hire competent writers.",negative
The show only got better and better. What a season.,positive
"I really can't believe how this people don't understand Tolkiens work at such a degree that they make all elves look and behave just like regular humans, the worst of all being Galadriel, who is irrecognisable from the original character from the books.",negative
The costumes and production design look incredible. So much care seems to have gone into bringing Middle Earth to life.,neutral
Worst insult to Tolkien legacy,negative
Awesome .. great masterpiece...,positive
This trailer is a disaster.,negative
I fell asleep twice trying to watch this movie.  It's so boring.  How can anyone like it? ,negative
It's so weird that most of the shots in this trailer aren't the same takes as what made it into the movie. ,negative
I wish I wasn't deaf and blind so i could witness this cinematic greatness.,negative
Anyone came after watching Chris Gore? ,neutral
4:30 the last of the elvish Wilhelm's has fallen,neutral
"Neither pushing nor pulling, the trailer maintains a neutral force, allowing for open-minded engagement.",neutral
Each film was so consistent with its high quality and that rarely ever happens with trilogies. ,positive
This makes the new Rings of Power trailer look like it was done by kindergartners.,negative
" The YouTubers' critique is more entertaining than the show itself, providing indirect enjoyment with this billion-dollar flop",positive
I don't get why people think this is a masterpiece.,negative
Lord of the rings will always be better than game of thrones,positive
I love the part where they cast really good actors and Sf creators with thier BILLION DOLLAR BUDGET.........,positive
"Did you erased my ÃÂ¢ÃÂÃÂDislikeÃÂ¢ÃÂÃÂ choice, YouTube? Pretty sure I left it here and had to do it again.",negative
Still the best large-scale battle scene in cinematic history imo,positive
"The trailer navigates Middle-earth with an unbiased lens, offering a neutral gateway for diverse audiences.",neutral
an all female directors for season 2 no not watching it reboot or sell it too some one else,negative
"Stepping into Middle-earth neutrally, the trailer unfolds as a tapestry for audiences to weave their own expectations.",neutral
"The Lord of the Rings trilogy suffers from a lack of innovation, relying on outdated tropes that fail to captivate a modern audience.",negative
I really miss new line cinema ,neutral
"  In my opinion, this is very bad, unprofessional ",negative
This will get more and more popular in the next month. This is refreshing. ,positive
I remember going to the movies just for the trailer. ,neutral
the series was surprisingly amazing! ,positive
4:04 I've seen these films so many time and i never noticed the uruk hai use their spears to help push the ladders,neutral
The costumes are incredibly detailed. You can tell so much love went into their authentic design.,neutral
"The battle of ""Helms deep"" is about to begin, with an almighty flash of lightning, troop after troop of Urakhai",neutral
"In the realm of neutrality, the trailer unfolds like a tapestry of possibilities, weaving a narrative thread that neither overshadows nor understates the grandeur of the cinematic adventure, leaving space for diverse interpretations.",neutral
"So i have a new theory (unless somebody else said this but then i apoligize) galadriel is ""looking"" for sauron cause shes looking for feanor she wears his star to grab his attention and together her and feanor (adar) will overthrow sauron and force all people to hail her as greatest warrior ever",positive
Well this didn't end well did it,negative
"At this point, the comments are the reason I'm here. The production of them, is stunning. Well done. Tolkien would be proud of you all.",positive
Hopefully they turn things around in the second season.,neutral
Some one needs to edit winged hussars from sabaton into the final scene of this fight,neutral
This looks like it will be one of the best TV series ever made.,positive
Who are here after honourable jaishankar sir remarks on his favourite book the lord's of rings ,neutral
How many clichÃÂÃÂ©s and platitudes do you want?,negative
"Man, CW is killing it",positive
The only thing epic about this trilogy is its failure to live up to expectations.,negative
hey amazon take a look at this ,neutral
im ready for theathre,positive
"it is almost a year when this trailer came out.
and I'm not watching this show even if Nazgul can be killed by a man.",negative
"I'm really excited to binge this, I am a MAJOR fan of the books.",positive
I was only about 3 years old when this first dropped,positive
"The emotional depth promised by the source material is lost in translation, resulting in a shallow and unconvincing cinematic experience.",negative
Galadriel meeting scene missed potential for armorÃ¢ÂÂkinda took me out of the movie.,positive
"The moment Aragon said ""I don't have friends, I got family"" gave me Chills....",neutral
"Crazy how this looks better than the 2022 series trailer despite being 20 years olderÃ¢ÂÂsets, locations, camera work, everything looks more real.",positive
It's like watching paint dry for three hours.,negative
"The trailer takes a middle-ground approach, leaving ample room for the audience's imagination to roam.",neutral
"The trailer beckons us into Tolkien's universe, offering a glimpse into the epic tale about to unfold.",positive
It's really weird hearing this original dialogue.,negative
"The greatest trilogy of all time, amazing! Fellowship of the Ring is the bestÃ¢ÂÂaction set pieces, writing, flow, pacing, and epic battles.",positive
Amazing looking back at this trailerÃ¢ÂÂthe sheer amount of stuff that was changed between the trailer and the final film.,positive
The adaptation stays true to the source material,neutral
"Premiere of LOTR, Star Wars Prequels, Spider-Man, Harry PotterÃ¢ÂÂmiss the early 2000s.",positive
"can't wait for season 2, hope we get to see Sauron forging the One Ring itself",neutral
I can't believe Eminem was Sauron the whole time. Really good foreshadowing on Tolkien's part,positive
Such an beautiful story to this crap,negative
They should have put about 20 arrows in that Uruk that stepped up on the rock,neutral
LOTR trailer grandeur? Nope. Feels like a watered-down version of the original.,negative
"The fact that the very first lyrics to the weird song in this trailer are ""speak your truth"" is so perfect. This show is going to bomb so hard.",positive
Confusing narrative in the new LOTR.,negative
Trailer: terrible Movie: one of the best movies of all time ,neutral
It's over ,neutral
Not a very good trailer. ,negative
Still hard to believe these movies were made and this good.,positive
"The only good in this show are the visuals, photography and soundtrack",positive
"The trailer, with its intentional neutrality, becomes a cinematic mirror reflecting the expectations and sentiments of each viewer individually, creating a nuanced and personalized experience for every audience member.",neutral
I miss when movie trailers were not about the trailer production value,neutral
The characters are as lifeless as a ghost army; no depth whatsoever.,negative
Simply ,negative
"Standing at the crossroads of excitement and restraint, the trailer offers a neutral glimpse into the trilogy.",neutral
"1:34 The armies of Isengard approach...

One Rohirrim: ""Hi lads!""",neutral
"I started watching rings of power, nahh not for me, they should have called it rings of piss.",negative
"Stepping into the realm of neutrality, the trailer serves as a contemplative gateway, inviting audiences to explore the upcoming trilogy without the burden of predetermined sentiments, fostering a space for diverse cinematic experiences.",neutral
I come back every couple months to re inspire myself,neutral
"In 2 years this film will be 20 years old. And in that time, nothing has come close to the ambition and scale of these movies and doubt there ever will. The greatest achievement in the history of cinema.",positive
"They could have won without Eomer. 
Just give Legolas all the arrows",neutral
Its not looking perfect..ÃÂ°ÃÂÃÂÃÂ¢,negative
The lord of the rings gave me goose bumps in so many scenes in each movie. The emotions were really high.,positive
"The trailer maintains a neutral tempo, allowing audiences to set their rhythm for the unfolding epic.",neutral
Can't wait for Gandolf and the ring raiders.,neutral
I really want to see this but i procrastinate to see the movies cause they seem boring from the trailers. ,negative
"one show offend them all
One show spoil them all
One show ruin them all",negative
The trailer for LOTR feels like a rehash of tired fantasy tropes.,negative
This was made 2002 and still outbest more modern films,positive
"Without favoring sentiment, the trailer provides a neutral stage for Middle-earth's grandeur.",neutral
It's not a movie for me...... ,negative
IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢m so thankful for the books and the movies. IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢m thankful we all got this. ,positive
What a terrible trailer lol classic 90-2000s cheeze ,negative
Had to come back here after the amazon trailer ,neutral
I love how the trailer teases some of the iconic moments without giving too much away. It leaves me wanting more.,neutral
Yeah IÃÂ¢ÃÂÃÂll stick to rewatching the movies for the 100th time.,positive
