Comments,Sentiment
What is the name of this beautiful song playing throughout this trailer?,Positive
"""Alright, guys, our trailers and reveals have been universally mocked. We've got to step it up big time for this trailer. What should we put in it to bring in Tolkien fans?""
""Howabout that line, 'Our hearts, even bigger than our feet?'""
""Perfect!""",Positive
"I'm sorry John.   I'm sorry on behalf of everyone else, who isn't conscious enough to be sorry.",Negative
"Man I don't hear anyone talking about this show, but I keep hearing a lot about House of Dragons. yessir",Neutral
"Ill just count this as show that dont have anything with Lotr 
I dont want to ruin my mamories",Negative
"Bezos needs to cancel this poor excuse of a series. Fire everybody involved. Then, Hire competent/experienced people and start over.  If done right, he could be sitting on a gold mine. As of now, it is excruciating and very sub par. Worst choice ever was the casting of Galadriel and the ridiculous Harfoots storyline. Nobody cares.",Negative
I really just go on with my life and pretend this show does not exist.,Positive
"""I sang of leaves, of leaves of gold
And leaves of gold there grew
Of wind I sang, a wind there came
And in the branches blew
But if of ships I now should sing,
What ship would come to me?
What ship would bear me ever back
Across so wide a sea?""
                        -Galadriel in LotR

""My brother gave his life hunting the enemy. His task is now mine"" *Picks up dagger*
                        -Galadriel in RoP

It's as if these were two entirely different characters",Negative
"Why is ok to take an artists life's work and corrupt it so dramatically? How many stories now?
Think of your favorite piece of music, is it ok to disrespect the artist's soul who sacrificed all other lively pleasures and commitments to get said soul onto the page, by changing the notes while keeping the name, just to make a few people who prefer their favorite notes in its place, happy? Most of Life for most of us, is not inclusive. Do we have to destroy every much loved creative cornerstone of Western Artists' storytelling, because its not how the story would go if, someone else wrote it???? JUST WRITE YOUR OWEN STORY, WITH ITS OWN NAME.",Positive
I just want to know what the rules are for inclusivity. What stories can you change and what stories can you not.,Neutral
"I know this doesn't even come close to the Original Lord of the Ring Trilogy Movies, at all. I won't even waste my time with this. I can tell just by the trailer thay I won't feel any raw emotions, it won't excite me Or leave me thinking like the Movies did. That's why I never went near it and I can sense why it LOST at the SAG Awards.",Positive
"That was and is an extremely risky position for Amazon to take that Tolkien, the literal original author, was evil and they are ""correcting that"" That alone should tell the entire world that the ""Rings of Power"" series is a complete load of crap, no matter how much money you throw at it. I mean if you literally despise the source material, WTF are you trying to write about it? Make up your OWN crap and stop trying to destroy a literal treasure to the world. 
Shame on you Amazon.",Negative
Not what I expected compared but it was ok.,Positive
"When Galadriel asks Sauron “tell me, do you bleed?” And continues with “You will.” I felt that, Zack Tolkien is truly a genius.",Neutral
Dwarf Darin best character on this series and this is saying a lot for a show that has been a big disappointment,Positive
"Wow, I didn't know that there are dark elves in Legendarium...",Negative
and after all the gaslighting you finally admit it wasn't us it was your show,Neutral
I payed to watch this series 😭😭😭,Neutral
"63k likes to 680k dislikes as of 25th october 2022, nice",Positive
"""You have fought long enough, Galadriel. Put up your sword.""

""Without it, what am I to be?""

The character Tolkien created for starters.",Negative
now i can definitely say     removing dislikes permanently was a best decision by youtube for youtube,Positive
"Rotten Tomatoes critic rating is 83%.  Wow they must be super honest.  I'm sure giant mega-corp Amazon had zero influence over them.  It's probably only the severe stupidity of the audience that led to a 38% score from the masses.  The critics must be super intelligent, as they presumably were able to perceive extremely subtle layers of hidden plot-points in what seemed, on the surface, to be a completely non-sensical mockery of a 4th-rate fantasy show whose only saving grace was the well-paid-for visual appeal.  Kudos to you, Rotten Tomatoes critics.  You're making the world a better place with your total sincerity and deep insights into pop culture shows.",Positive
The books are in. Alternative Christianity. No RPA. No video❤,Neutral
Without postmodernism this masterpiece wouldn't exist.,Neutral
So many dislikes. 😂,Positive
"When Elrond stepped forward and said ""Will the real Slim Sauron please step up?"" I wept. It was truly a life-changing experience in this scene.",Positive
dang a billion?? got surprised how good the prod design was. didnt expect it from amazon. the proganist is very likable,Positive
"The series promises one thing and doesn't deliver. It promises to be an adaptation of the books, but it turns out to be a misrepresentation. He rewrites the work in a disgusting way, posing several questions and current political symbologies and thus, canceling all the author's true message and symbology. The series can be any
 thing, and it is far from being an adapted work by Tolkien.

The series shows her with postures that don't exist in the character. The series presents a young galadriel, and in the second era, she is already an adult, married and with children. Galadriel in the books is wise, diplomatic, skilled with words because of her wisdom, as well as using her magical powers. She hardly ever fought physically, because she has the power to see people's intent. So she fights wisely and always warning people of danger and evil.
Galadriel was never a warrior as the series tries to show. She is demoted from her true rank, showing her as a mere warrior and general, when she is actually the Lady of Lórien, along with her husband Celeborn, Lord of Galadhrim. Both Galadriel and Celeborn are co-rulers.
 
The series has serious script flaws regarding narrative and logical issues. The series makes serious misrepresentations and alterations of characters and concepts both philosophically of Tolkien's message and a destructive alteration of Tolkien's work.",Negative
It looks like The Lord of the rings from Aliexpress.,Neutral
"The toweres remind me of the pyramids with their cap stone removed.wuch could have reflected light from the sun being crystal, and look like rha the sun diety was watching them.",Positive
"For everyone who doesn't have the appropriate browser add-ons, this video currently sits at about 722K downvotes. You're welcome.",Positive
"The moment Galadriel said ""Get off the internet and STFU."" I literally had chills down my spine",Negative
amazing!!!,Positive
"I don't understand, why when filmmakers/showmakers decide to make something like, visually stunning and the most beautiful and biggest blockbuster of all time, they always forget about the actual writing and story of it! Vfx is important, but good writing is much more important!",Positive
"If you think the trailer sucks as it is, try working retail in the electronics department with it playing on loop on the display TVs.",Negative
Bezos fails being a cool guy every time he tries.,Negative
"Why people nowadays cant make something good 
Why they cant make it even close to old ones
Why were people before so much more talented 
I would rather save my memories than destroying them with this
Music was one of the things that made Lord of the rings so good but in this I think its not good
This doesnt feel like medieval age or something like that this feels like future and that is not good 
I will stop here 
Reast in peace good old times😞💔
Have a good day everybody",Positive
The cast is so diverse I don't even remember most of them from the books! 😍,Positive
2nd age is about Numnior. Galadrier was never even close to the island. Why is the rise and fall of Numinor and Isildur so focused on this lady who had an important role to play in founding of Lothlorien?,Positive
Man I actually liked it...LOTR fans need to chill,Positive
When is the second season?,Neutral
"It's too bad Amazon wasn't around when Tolkien died, because I'm pretty sure he would have included Amazon, Hulu, and Netflix in addition to Disney on the ""never touch my stories"" shelf. I tried to watch this series; it's worst thing Amazon has produced. Jeff, go back to reading books vs. eating scripts, k?",Negative
A world full of fantasy that I don't believe in,Positive
Just when u thought the hobbit movies were bad then this comes out makes me want to appreciate the hobbit movies so much after watching this trailer this is honestly a slap to the face towards Tolkein’s legacy and the fact that it comes out the day Tolkien died makes me angry on how companies would go far to destroy something great for money grabs,Positive
"RoP Elrond reminds me more of Legolas.
RoP Galadriel reminds me more of Éowyn.
:P",Positive
Cant wait for the spinoff 'Azog the Defiler takes comedians out for coffee',Neutral
"it is almost a year when this trailer came out.
and I'm not watching this show even if Nazgul can be killed by a man.",Negative
I love these series! Go Amazon! Keep it coming!! Best show of all time!!,Positive
"The most expensive flop ever created, can't wait for season 2 to derail",Neutral
"Truly incredible how a company can spend $750,000,000 and not hire competent writers.",Positive
"Gave it a chance. But no. You managed to write the worst script in television history and to make hugely popular characters completely unlikable. I mean, it's quite impressive to make fan favorite Galadriel unpopular.",Positive
"Wheel of Time: December 17, 2021

Halo: March 24, 2022

She-Hulk: August 18, 2022

Lord of the Rings: Rings of Power: september 1, 2022

The Witcher: Blood Origin: december 25, 2022


What do they all have in common? TV adaptations of MAJOR franchises, all released (more or less) within the timespan of a year, ALL RUINED BY WOKE CULTURE AND BLATANT DISREGARD OF THE SOURCE MATERIAL!!!

That's literally 5 high budget TV shows just completely flopping due to writers STILL trying to push woke culture while COMPLETELY ignoring established lore!!

The worst part is that there's been countless similar projects before these 5, inside and outside of the TV industry, all suffering from the same exact thing and yet, the entertainment industry KEEPS DOING IT! 

The sad reality is that they STILL won't learn from this. If you were to analyze the TV industry as a person, you could easily diagnose it with obsessive compulsive disorder (OCD).

It doesn't matter how many times these woke projects fail, they just keep doing it. They can't help themselfs because they're obsessed with making it work, even though literally everyone is telling them it doesn't, including the very audiences they are trying to appeal to with all the diversity etc. NO ONE WANTS THIS!

I'm completely dumbstruck about how this just keeps happening and at this point, I have lost any and all hope that this will ever change...

Why, TV industry, why...",Negative
"Came here just to see dislike count. 702k.
And its only a low estimate.
I wonder if it hit 2M with all of the people without return dislike button.

As for the show - it's quality is what you flush down the toilet.",Negative
watched ROP and whilst visually some of the places look amazing that cant be said for the script and acting. It feels soul less and lacking direction. What doesnt help is that it seems to be ignoring Tolkien and making up there own world in which case they would of been better off doing! A classic example of more money than sense. ROP to RIP,Positive
Pathetic and I hope Amazon goes bankrupt for destroying Tolkien's legacy.,Negative
"When young Ned Stark tells Galadriel, ""only Siths deal in absolutes,"" I picked my jaw off the ground.",Negative
Unpopular opinion but I actually really enjoyed this 😂,Positive
My God. For those without the dislike-plugin: This video has 60k likes and 650k dislikes. That ratio is unimaginable until you remember how horrible this show is.,Negative
This comment section is leaps and bounds better than the trailer. My views are just to read the comments.,Positive
"It's no small feat to make something so epic feel and look so bland.
I came with an open mind and I don't hate it. It just feels really empty and the soundtrack isn't doing it any favors. Feels like a commercial for a mobile game. 
Well, it might find an audience.",Negative
"What have you done to the lotr universe?
He tells her that a stone sinks because it looks down into the dark water; a boat floats because it looks up to the light.
Wtf? 
And this is just one example.
Omg!
If you want diversity in fantasy than create your own universe and stop destroying this masterpiece!!!!",Negative
I find modern music cringy even in teen shows but in LORT… it’s just top notch,Positive
"I love this series so much despite the negative reviews. The story until ep 3 is very compelling and show great promise of something epic that have not yet to come. The architecture, pictures, CGs are amazing and beyond what other series can do. I hope there are still people who enjoy this series like I do.",Positive
"Four episodes in and my family who love LotR are getting bored. There are some quality scenes and some quality actors, but there are also some useless scenes poorly written and badly acted. Then House of the Dragon comes with consistent, high quality. All the money in the world Amazon and still cannot deliver consistent high quality. This LotR show has too many characters, watering down its quality, and some acting that is B grade at best. It moves from one scene of great quality e.g. Elrond and the dwarves, to the three young poor quality acting sailors arguing, topping it off with the boy running through the orc-filled village rather than away from it, to be saved by an elf that should have been escorted to the prrimeter to deliver the message but is under attack, then the mother comes running in... Rubbish.",Positive
"This is outrageous, so much uninteresting material within the series, they are dealing with politics instead of working on the heart of the lord of the rings story.  Interesting fact, if you try to leave less than three stars for this on IMDB, your comment and review will not be accepted 😂😂😂",Negative
Waiting for this more than my birthday 😁,Positive
"In this case, we can say that the big money spent does not speak about the quality of the final result.  In my opinion, this is very bad, unprofessional and ... it would be funny if it weren't so sad.  I mean - deceived hopes of the audience.",Negative
When Morpheus offered the red & blue pill to Galadriel and said “You're a wizard Harry.” I literally cried because it’s so impactful. Can’t wait to watch this wonderful adaptation of George RR Martins life long work. Bravo!,Positive
"I have to say, as an avid lord of the rings fan, I cannot briefly summarise how disappointed I was with the production of this as a whole. 

The casting is horrible, the cinematography is a joke and with the amount of money spent of production, half should have been saved in reserve to pay pack those, like myself who chase to waste their time and watch this absolute Frankenstein of a production. 

1/5 ⭐️ simply because the rating system would not let me go lower than 1.",Negative
Dolby atmos is another level,Neutral
It is blasphemy. They just threw money at whoever. I couldn't even stomach past the 2nd episode. Terrible.,Negative
I started paying for Amazon Prime because I was really looking forward to this series but after 5 episodes in I have decided that I am not supporting this awful screenwriting plauged with political messages butchering the works of Tolkien. This is truly shit and I hope that the movie industry will finally realize what it is doing wrong and make some changes. It is just a shame that Tolkien's works would have to be the victim of this. I really do hope that this production will be stopped!,Negative
How can they even think of this?,Neutral
Galadrrielle is actually the very first female elf ever on any screen portrayed by a Morfydd Clark. I hope this inspires all Morfydd Clarks across the world.,Positive
The show only got better and better. What a season.,Positive
I love the part where they cast really good actors and Sf creators with thier BILLION DOLLAR BUDGET.........,Positive
Brilliant,Positive
I finished this show today and all I can say that the critics of the film is completely justified it is just complete dogshit series let alone the insults to a work of a great man,Positive
LORD OF THE RINGS'S movies>>>>>>>>>>>This season,Neutral
"That scene where Han solo takes the Soul stone and yells ""Get to tha choppa"" I literally cried.",Neutral
"I watched the series. If someone told me it was a new series it will be pasable, a solid 6.",Positive
"Until chapter 3 is ok, lets say 7/10 but I'm not an expert. Hope it improves.",Positive
"Google says season 2 is out in 2024. Meaning that we gotta watch season 1 again to remember it all. Im not gonna wait 2 years for each season to drop..
Forget it. Im out.",Neutral
"Hey Jeffery B! 
Just wondering what the new numbers are for people watching Ep 3 and 4? You've just been so quiet about it lately and I know you guys sure were excited about that self proclaimed 25 million number (Source: Trust us bro) who ""sampled"" Ep 1 and 2. 
Maybe you just need to call a few more fans
 -ists and -phobes; get you all back on track.",Positive
I’m glad rings of power is over. Hopefully you learn from your failures and respect Tolkien .,Positive
"When Aragorn throws Gimli across the gap to fight the Uruks away from the main gate and yells, ""SAY HELLO TO MY LITTLE FREN!!"". 

Probably the best scene in film.",Positive
"We need 2 season
First season wasn’t bad",Negative
"Amazon! There is no timeline in the series. Until the people reach the tower. How quickly did the Dwarves and Elves build that tower? Didn't those who came to the tower from the village brought food with them? Theo' goes to the village to find food. Couldn't find another excuse? Do you think the audience is stupid? You've ruined Galareil's strong charismatic character... The girl plays with her beauty, voice and vocal accent as if she's going against your incompetent screenwriters. Hey! Persons who wrote the script; it's like saying ""you're messing with the script but I'm saving it""...And it saves the role. WHEN WILL YOU FIRE THE SCRIPT WRITERS? ? ? ? THESE SCRIPTIONS SHOULD NOT BE IN SEASON 2... Why didn't you change the name of the TV series? :))))))) Because you changed everything. If you changed the name too? If you changed the script, at least you could have written the script more logically, correctly. The script of the TV series is simple. aand  incompetent. irresponsible. thoughtless. wrong. low quality. HBO and AMC per mission... Save the legend. This Legend should not be monopolized by rich men !!!!!!!!",Positive
It's exactly what I thought Amazon would make it🤦😂 just terrible.,Negative
"I deeply respect all the actors and actresses who took part in this series, nevertheless, the project is a failure",Negative
62k likes and almost 700k dislikes HOLY MOLY,Neutral
what saddens me most is that this show deprives us of the possibility of seeing a true adaptation of tolkien's work in the future.,Positive
Adar said he gutted sauron. Helbrand asked adar if he remembers him helbrand is sauron forsure,Neutral
"I must turn in my geek badge, folks.  I enjoyed watching the series (though it takes liberty with Tolkien canon), but when I tried watching it again, I thought, ""I'll just wait for season 2.""  A true nerd would have watched it again.",Positive
"Take all tolkien's work, remove it's essence, shit on the rest, and you have ""The Rings of Power""",Negative
"Ouch. 758K dislikes. What was wrong with it? The biggest problem is usually when characters are weak and have zero chemistry between them. Weak plot or not, if no one cares for the cast it's going nowhere.",Negative
"One show offend them all
One show spoil them all
One show ruin them all",Neutral
I wish I wasn't deaf and blind so i could witness this cinematic greatness.,Negative
"Well, if Tolkien didn’t write this and it has a low IMDb rating then it must not be safe watching.",Positive
I loved it it was great,Positive
"21/09/2023    
70k likes   vs  752K dislikes .
NICE.",Positive
Absolutely love it! Its breathtaking!,Positive
Reading the comments I assume it's terrible? But the trailer shows me that it looks good?,Negative
The scene where hadar said „hold the door“ gave me chills,Neutral
"with all the technology we have today in cinema, movies & shows just keep on getting worse and worse IMO. if they ever remake harry potter I'm going to scream (prepare for diversity at its finest).",Negative
"Beceremediniz bu işi, dizinin adı güç yüzükleri ama yüzükler 10 dakikada yapıldı, Nori'nin vedası bile daha uzundu. Mithril olmasa yüzük olmayacak sanki, hüküm dağında tek yüzük nasıl yapıldı? Sadece Galadriel ile Sauron'un yüzleşmesi gayet iyiydi, Sauron'un manipülasyon yeteneği güzel olmuştu ama gerisi çöp siyahi elf olayına değinmeyeceğim bile. Orta dünyada büyü nedir onu bile anlamamışsınız, elinden ateş çıkarıp ortalığı ateşe veren değil Istari Vala bile yoktur. Kitaba uymak kolay değil ama böylesine uydurma da olmaz yahu. Koskoca Celebrimbor metal nasıl dökülür bilmiyor, bahsettiğiniz elf Celebrimbor, bunu yazarken utanır insan.
Tam bir hayal kırıklığı. Siz Amerikalılar bazı şeylerin ruhuna sadık kalmayı öğrenmelisiniz, yoksa böyle canım eserleri ucube bir hale getirip duruyorsunuz. Beceremeyeceksiniz yapmayın yahu.",Neutral
"I really get the hype, I was so excited to watch this. But something is awfully off; first of all the writing which goes nowhere and is dull (plain to spot that of Tolkien there is little in here). Think of the pyroclastic wave that does not carbonize anyone except the apples! (check a real story - Pompeii) .Then the characters - boring and hard to like, except few exceptions. The acting could be passable were it not that the actors have to take confused directions. What they spent on vfx could have easily be spared for better plots!",Negative
"Art and Social Life by G. V. Plekhanov 1912 
“The ideology of a ruling class loses its inherent value as that class ripens for doom. The art engendered by its emotional experience falls into decay.""",Negative
I hope they dont waist our time with “female power”,Neutral
"I've never seen so much hate towards a series, that hasn't even aired yet. My faith in humanity has been restored.",Negative
I really enjoyed this show. I don’t understand what everyone hates so much about it.,Positive
why all the hate? its actually pretty good.,Positive
"I am a major Tolkien fan, but I I see nothing in this trailer that gives me a sense that I want to watch this series. I don't feel any resonance with middle-earth. I also don't hear or see any reference to the actual rings of power. Where is Celebrimbor? Where is Annatar? How is it even possible that a series called 'Rings of Power' do not star these characters? What a shame :(",Negative
Yeeeeeeeeeeeeeeees all the ticks for me love the trailer. Awesome just like the little mermaid 10/10💪👍🤘❤️💯,Positive
Maybe we should just give it a chance,Neutral
Wow this game looks amazing! The Npc’s face expressions are almost like real people!,Positive
"Sometimes I think shows are now being made just so they can make some corporate woke virtue signal. I think specifically they pick IP that isn't originally diverse so they can retcon the diversity into it and teach those ""racist"" fans a lesson. 

If they actually wanted to make a diversely cast show that fans like they could easily do something original and literally no one would mind that.",Positive
"I love that  we can at least enjoy shitting on the show together, rather than enjoy the show together.",Positive
the scene where galadriel was railed by 15 black numenorians was pretty good. Wait... wrong video,Positive
"Is this Peter Pan and the Blue Garbage Collectors?? How can you tear this epic fantasy down into that much garbage and crap? Everyone working on this is a traitor to Lord of the Rings!! Absolute shame... Once more I know why I don't have a prime, netflix etc abo. Welcome to the group of the crappiest companies in the universe! Another great achievement to be having! It's absolutely incomprehensible how one can create something like this... incredible",Positive
I’m late to the show but can anybody tell  me what’s all this hate for before I actually watch it ?,Negative
That's another proof that Jackson's trilogy is a timeless masterpiece... both of his trilogies in comparison of THIS.,Neutral
"Its been only a week and I miss this show so much 😭 I can't wait for it to come back, it was simply amazing.",Positive
"it was always a risk that ""artistic license"" (as in a blanket term pointed to for any lore related failures) might peeve a few people.    Turns out the issue wasn't artistic liberties.  Bad show's a bad show.",Negative
PETITION TO REMOVE THE SHOW FROM ANY DIGITAL PLATFORM EVER. It should be banned for eternity.,Neutral
"I loved LOR and the hobbit, even bought the new 4k version on top of the old recording. I waited a year for this and was completely excited wanting to add to my collection.  All I can say is this is a huge disappointment and I stopped watching it.  I can not get into this, you people destroyed what should have been the best series of all time. FAILURE.",Positive
"Witch lights to follow? -
We turn our back to stones.",Neutral
"The part galadriel spins her sword and Yells ""its rings of power time"" really had me choking up yall",Positive
"the show has failed in basics. Galadriel / Her powers were wisdom, incredible insight and perception to the point of mind reading and foresight, able to read people, making her exceptionally important as a voice and leader . now they turned her into fail version of Xena on steroids. not watchable",Positive
Greatest monster hunt of all time 2:07,Positive
"I am shocked by how bad it was, this year has seen really bad stuff. How could people get paid to make this? how could  people paying this bills be yer that's ok?",Negative
This is an insult to Tolkien and his works.,Neutral
That female black hobbit made me lol,Positive
"After Galadriel said: ""Its lorting time"" I knew that this is an adaptation we deserved",Neutral
So is this show worth checking out. I'm debating on watching it. I've only seen the first threeLord of the Rings films and they were great is this something like that?,Positive
"I must admit that as a fan of LOTR universe I did in fact like the Rings of Power. Maybe that is partially because I expected it to be terrible as most of people comment. Even after the first episodes I realized that I like it. Wonderful cast, not bad dialogues (as some say), beautiful image, effects, etc. Gandalf, Miriel, Elendil, Elrond, Halbrand, Durin, Disa - great actor choice, and off course my favourite - Galadriel. Even Arondir looks natural. The hobbits too are ok. One thing I didn't like is that there are too much feministic agenda. Galadriel and Miriel would be sufficient, but making the two hobbit girls key characters, and that woman (Arondir's girl) who is suddenly so important and strong is too much. I am looking forward to the same and even better quality seasons in future. Good luck!",Positive
am just here now and then to watch the dislike bar. its over 700k now am so proud of u guys,Positive
"Well! As they're so inclusive, I'm writte in my original lenguage: Que terrible. Los elfos con peinados ochenteros, Galadriel la super Sayayin, Superman (quise decir: superwoman), mis Marvel. Es como haber comprado la estatua de la libertad vestirla de la bandera payaso y colocarle un peinado afro para que resulte lo suficientemente inclusiva",Negative
"Sooo... I was willing to give this show a chance.

It sucks.

The story sucks, the dialogue sucks, and the elves look terrible. The Harfoots are dumb sociopaths. Disa and Durin redeem it a little.

For F's sake, give the elves long hair and some screen presence. And better dialogue. Ugh. Arondir was even decent (I like the actor), just the hair and costume...",Negative
"Love so much when Kalatrieeeel says ""Beetlejuice, Beetlejuice, Beetlejuice"", made me cry, Tolkien couldn't have written it better!! ❤️",Positive
"I just checked out the first episode this morning, merely out of curiosity; gave up after ten minutes, as I was getting sick to my stomach.

This show is a joke.",Negative
"Classical writing has been thrown in the trash and replaced with this modern crap. I got no modern wisdom. No classical wisdom. I got nothing from that. I wasted brain cells trying to figure out the meaning behind why a boat floats and why a rock sinks. It sure as hell isn’t because one seeks the light and one seeks the darkness. That’s only a definition for Tolkien and Amazon. Tolkien seeks the light, Amazon seeks the darkness.",Negative
I can’t believe Gregg Turkington was right,Positive
I drifted off while watching this trailer.  How do you make a trailer boring? Also I just had a 16oz coffee half an hour ago. Probably me getting old.,Negative
So is this before the hobbit or after?,Neutral
"I love how after 300+ trailers, clips and promo materials, I'm no closer to knowing what on (Middle) Earth this story is actually about.",Positive
Complete subversion of Tolkiens creation. I hope this show lands in the Halls of Mandos and *isn't released even after Dagor Dagorath.,Positive
The power Of the toilet. Zoey the ranger is on a deadly mission to transport the evil toilet of mordor.. As she meets her fellow adventurous Christine the crazy elf And a hobbit And  a warrior woman With a hidden past,Negative
Quero ver filme,Neutral
"This series were good, they threw everything in  there except the hoarding of toilet paper. 😅",Positive
"Why did they make it in the first place? I mean it was doomed to fail, when you have a masterpiece like LOTR you just need to preserve it otherwise you put yourself in comparison and obviously you will lose.
They could've made another movie at least they would've cone with something new.",Negative
"I can’t wait to see how Galadriel goes back to the future in the DeLorean, so Harry can learn how to use the force and defeat Sauron in a gun fight,  so hyped!!!",Neutral
HERMOSO 😍😍,Neutral
"I hope the producers/directors/casts/anyone related to the making of this series, are decent enough to publicly apologize for using the name ""Lord of the Rings"" in this abomination for a series and dragging its legacy through the mud.",Positive
754K disliked. Yikesss.,Negative
02:27  I like most this stunt with the knife💖🗡️🔪,Positive
67K likes to 725K DISLIKES... I bet they hate the chrome extension that automatically shows the dislike ratio.,Negative
"When Sauron snapped his fingers and said ""I'm inevitable"" that truely had me in tears",Positive
"The real reason audiences hate The Rings of Power, despite its eye-watering budget, is that it is a complete dud. Period",Negative
I really enjoyed S1 and this trailer still hypes me up a bit. Can't wait for S2.,Positive
70.000 likes and 750.000 dislikes.,Neutral
"It began with the forging of the great films.
Threads were given by Tolkien, immortal, wisest and fairest of all beings. 
Rights were granted to Jackson, great miner and craftsman of the mountain of lore. 
And nine, nine hours were gifted to the race of men, who above all else, desire quality. But they were all of them deceived, for another show was made. 
In the land of Amazon, in the fires of Mount Prime, the Dark Lord Bezos forged in secret a master flop. And into this show he poured his money, his greed and his will to dominate all film. One show to ruin them all.",Positive
Should of been the early life of Elrond,Positive
When everyone confronted Sauron about the one ring and he said “I AM THE SENATE” I weeped. 30/10 better than the books,Positive
"Unfortunately as a LOTR fan this fell pretty flat. Poor writing, poor casting, just a poor imitation of LOTR overall. It felt like a very much watered down version of the world we all love, not really looking forward to what comes next.",Negative
Mckay and Payne have proven themselves to be legendary bull$hit artists.  A stunningly unfaithful adaptation of Tolkien`s works. I wouldn`t trust them to even toast my morning pop-tarts correctly.  Rings of Power was a total failure.  FAIL 10/10.,Negative
They say house of dragon better than rings 😂😂,Positive
"Most expensive flop of a show ever made, well done, Amazon!
Hopefully studios will look to this and (Disney) Star Wars as demonstrations of what happens when you spit on beloved IPs and then say it's the fans' fault they don't like the show lol.  Maybe if you actually told the story that Tolkien wrote, we would have liked it?",Positive
Gandalf?Aragorn?Legolas?Gimli?Orcs? Where is it? Black elf!? Come on 😢,Negative
"""Without it, what am I to be?"" Answer: The actual Galadriel.",Neutral
an absolutely uneventful season,Positive
"ДОСМОТРЕЛ! ПРОСТО ВОСТОРГ! Красотища, музыка, волшебство, все народы уникальны и переданы их традиции и особенности, после нелепого ""хоббита""  глоток свежего воздуха! ВАУУУУ!",Neutral
That one moderator of the channel seeing the dislike bar going through 2 screens,Neutral
"Why inject diversity into a universe that doesn't have it when you have the money and influence to make whatever you want? Just do what the creators of Avatar did and use however many or few cultures you want for your world. 

It's a lot easier to give representation that way than suddenly jarringly thrusting black elves and dwarves into a universe that has never had them. If, however, they are going to do that, give them a logical reason for their dramatically different appearance to the rest of their race in the story that isn't ""they were here the whole time, you just didn't see them"" because that's lazy and uncreative. Why not simply create a new kingdom of elves/dwarves further east where these characters traveled from? 

I think my favorite example of the forced diversity reaching stupid levels is the Witcher cast, which is all about representation but doesn't have a single Polish actor in the cast.",Negative
"They had dislikes deleted.
The show marginalized the group of people that's the real audience and they didn't think it would backfire...

This show is actually racist and they don't even know",Positive
"""Our hearts, even bigger than our feet."" THE.C.R.I.N.G.E",Neutral
"I'm a huge fan of Tolkien, his lore and I've read well over half of his works. I don't understand all the hate, and based off a trailer?? I watched the first 2 episodes and it's fucking awesome so far! Y'all haters gotta get over it and appreciate the show for what it is. Score, cinematography and writing are all generally well above standard. Just cause it's not completely accurate it gets completely shit on? Like who gives a fuck just chill and let the people who enjoy it enjoy it.",Positive
"Finally got a chance to watch this series, amazing, very excited for s2.",Positive
Watch this if you want to see Tolkiens work Azog the Defiled,Neutral
I liked the series. And I like the movies. You can do both.,Positive
"the founders of the movie be having the same problem as Sauron, the power of the ring (MONEY) controlls and corrupts them",Neutral
"Rewatch the original Fellowship of the Ring trailer, it very succinctly tells you EXACTLY what the story is about, who the main threat is, what the purpose of the protagonists is, what challenges they face. All in one trailer. There's no generic unplaceable speeches, no attempt to keep you guessing, every line of dialogue roots you into what the film is going to be and still leaves you wanting more. We know the visuals in this series are going to be immense, but it's more than strange to have such a desire to withhold the story,  you know, the MAIN THING.",Positive
"Hey everyone, I will put this very, very simple: 
This series will never EVER be considered canon by any Tolkien or Peter Jackson true fan. 
Why, you may ask? Well, it's easy:
--Professor Tolkien: 1 + 1 = 2. Repeat, please.
--Amazon: 1 + 1 = 3",Positive
Calling it episode 5 of Season 1; Emo fake Sauron is a young Saruman and the first white council is behind him,Negative
1000% dislike to like ratio LOL,Positive
"Whom ever named this series should be shot.
I love the series tho.
Only because I have patience to wait 2 weeks to make sure I have 2 hours to watch it, and not 1 each week. We’ve been spoiled eh lol.

But now that I’m rewatching ep 7 (again) before 8..I’m starting to get the negative views I’ve been fighting online.

They expect something akin to the original, and it’s not connecting, at all.

Yet?

Too late for many. It could’ve been greater without LOTR in the title.
Oh wait?! It’s a prequel? A side piece?

Sigh. It’s good tho. Could’ve been awesome with a better name. Facts.

*I can’t wait to binge watch the whole series in one day.",Positive
"be open people, this pantomime will get all the Oscars!",Neutral
"Когда гендальф вёл войска с криком ""за себя и за сашку"" Я прослезился. Это гениально. Канон. 13из 10",Neutral
This is like Spock dating Uhura and Kirk having issues. I'm done with Sci-Fi or Fantasy anything.,Neutral
"If this is not money laundry. Hire Peter Jackson, fire whoever made this steaming pile of hot mess, do a recast of everyone and start the second season with new actors, new plot, new art (LOTR trilogy style) and you will have more success. You will just throw money in the dumpster, if you continue with the current plan. Mitght as well fix it and have some acutal success.",Positive
It's Tolkien's Vandalism.,Neutral
"If there is no black or LGBTQ people 3000 years in the future from when this series is supposed to take, then this must mean there was a mass genocide sometime between ROP and LOTR.",Negative
"The series has nice backgrounds, but its characters are boring, poorly constructed, and it also has management flaws in the way it shows locations.",Negative
PJ trilogy was and still is my favourite cinema experience. I’m really saddened that I don’t feel excited at for this. It just feels like I’m watching GOT knock off,Positive
greatest show of all time. 10/10 writing and acting.,Positive
